,created,text,boro,boro_code,street,alarm,test
1651,2019-06-23T05:43:23Z,"BKLYN ALLHANDS 1225 OCEAN PKWY, MULTIPLE DWELLING FIRE ON SECOND FLR,",BK,3,1225 OCEAN PKWY,1,1225 ocean pkwy
1652,2019-06-22T17:45:54Z,"BKLYN ALLHANDS 126 SCOTT AVE, FACTORY HIGH PRESSURE GAS LINE HIT, UNDER CONTROL",BK,3,126 SCOTT AVE,9,126 scott ave
1653,2019-06-22T15:06:56Z,"BKLYN ALLHANDS 126 SCOTT AVE, FACTORY HIGH PRESSURE GAS LINE HIT,",BK,3,126 SCOTT AVE,1,126 scott ave
1654,2019-06-22T05:01:33Z,"QNS ALLHANDS 438 BEACH 40 STREET, MULTIPLE DWELLING FIRE APT 7H, UNDER CONTROL",QN,4,438 BEACH 40 STREET,9,438 beach 40 street
1655,2019-06-21T10:50:50Z,"SI ALLHANDS PETRUS AVE, MVA REQUIRING EXTRICATION WITH A MTA BUS INVOLVED, UNDER CONTROL",SI,5,PETRUS AVE,9,petrus ave
1656,2019-06-20T17:11:10Z,"QNS ALLHANDS 62-60 WOODHAVEN BLVD, MULTIPLE DWELLING FIRE ON 3RD FLR, UNDER CONTROL",QN,4,62-60 WOODHAVEN BLVD,9,62-60 woodhaven blvd
1657,2019-06-20T16:13:07Z,"QNS ALLHANDS 37-59 84 ST, MULTIPLE DWELLING UNDER CONTROL",QN,4,37-59 84 ST,9,37-59 84 st
1658,2019-06-20T07:26:59Z,"BX ALLHANDS 3317 EASTCHESTER RD, PRIVATE DWELLING FIRE IN THE BASEMENT,",BX,2,3317 EASTCHESTER RD,1,3317 eastchester rd
1659,2019-06-20T07:18:20Z,"MAN ALLHANDS 208 W 151 ST, MULTIPLE DWELLING FIRE ON THE 4TH FLR, UNDER CONTROL",MH,1,208 W 151 ST,9,208 w 151 st
1660,2019-06-20T01:45:41Z,"BX ALLHANDS 4406 WHITEPLAINS RD, MIXED OCCUPANCY FIRE FIRST FLR, UNDER CONTROL",BX,2,4406 WHITEPLAINS RD,9,4406 whiteplains rd
1661,2019-06-20T01:11:55Z,"BX ALLHANDS 4406 WHITEPLAINS RD, MIXED OCCUPANCY FIRE FIRST FLR,",BX,2,4406 WHITEPLAINS RD,1,4406 whiteplains rd
1662,2019-06-19T12:51:18Z,"BKLYN ALLHANDS JOHN ST, HI PRESSURE GAS MAIN STRUCK, UNDER CONTROL",BK,3,JOHN ST,9,john st
1663,2019-06-18T12:34:58Z,"QNS ALLHANDS 90-32 53 AVE, MULTIPLE DWELLING FIRE ON 1ST FLR APT 1D WITH EXTENSION TO 2D, UNDER CONTROL",QN,4,90-32 53 AVE,9,90-32 53 ave
1664,2019-06-18T10:11:13Z,"BKLYN ALLHANDS 444 NEPTUNE AVE, HIGH RISE HIGH RISE OMD FIRE ON 4TH FLR, UNDER CONTROL",BK,3,444 NEPTUNE AVE,9,444 neptune ave
1665,2019-06-18T09:34:13Z,"BKLYN ALLHANDS 444 NEPTUNE AVE, HIGH RISE HIGH RISE OMD FIRE ON 4TH FLR,",BK,3,444 NEPTUNE AVE,1,444 neptune ave
1666,2019-06-18T09:14:06Z,"BKLYN ALLHANDS 302 REMSEN AVE, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BK,3,302 REMSEN AVE,9,302 remsen ave
1667,2019-06-18T08:16:58Z,"BKLYN ALLHANDS 302 REMSEN AVE, PRIVATE DWELLING FIRE ON 2ND FLR,",BK,3,302 REMSEN AVE,1,302 remsen ave
1668,2019-06-18T01:42:49Z,"BKLYN ALLHANDS 1645 E 91 ST, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",BK,3,1645 E 91 ST,9,1645 e 91 st
1669,2019-06-18T01:23:17Z,"BKLYN ALLHANDS 1645 E 91 ST, PRIVATE DWELLING FIRE IN BASEMENT,",BK,3,1645 E 91 ST,1,1645 e 91 st
1670,2019-06-17T23:41:59Z,"QNS ALLHANDS 159-16 HILLSIDE AVE, MIXED OCCUPANCY FIRE ON SECOND FLR, UNDER CONTROL",QN,4,159-16 HILLSIDE AVE,9,159-16 hillside ave
1671,2019-06-17T22:03:17Z,"BX ALLHANDS 1969 CLINTON AVE, MULTIPLE DWELLING FIRE IN TOP FLR,",BX,2,1969 CLINTON AVE,1,1969 clinton ave
1672,2019-06-17T21:09:27Z,"BX ALLHANDS 2955 MIDDLETOWN RD, MULTIPLE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BX,2,2955 MIDDLETOWN RD,9,2955 middletown rd
1673,2019-06-17T20:25:00Z,"BX ALLHANDS 2955 MIDDLETOWN RD, MULTIPLE DWELLING FIRE ON 2ND FLR,",BX,2,2955 MIDDLETOWN RD,1,2955 middletown rd
1674,2019-06-17T19:12:20Z,"QNS ALLHANDS 150-82 116 RD, PRIVATE DWELLING FIRE ON SECOND FLR, UNDER CONTROL",QN,4,150-82 116 RD,9,150-82 116 rd
1675,2019-06-17T19:00:30Z,"QNS ALLHANDS 150-82 116 RD, PRIVATE DWELLING FIRE ON SECOND FLR,",QN,4,150-82 116 RD,1,150-82 116 rd
1676,2019-06-17T18:42:58Z,"MAN ALLHANDS 433 E 79 ST, MULTIPLE DWELLING FIRE IN ALLEY EXTEDED TO BLDG,",MH,1,433 E 79 ST,1,433 e 79 st
1677,2019-06-17T16:00:10Z,"BKLYN ALLHANDS 4620 12 AVE, HIGH PRESSURE GAS MAIN STRUCK,",BK,3,4620 12 AVE,1,4620 12 ave
1678,2019-06-17T12:52:29Z,"SI ALLHANDS 22 SUSAN CT, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",SI,5,22 SUSAN CT,9,22 susan ct
1679,2019-06-17T12:42:03Z,"SI ALLHANDS 22 SUSAN CT, PRIVATE DWELLING FIRE ON 1ST FLR,",SI,5,22 SUSAN CT,1,22 susan ct
1680,2019-06-17T08:35:45Z,"MAN ALLHANDS 118 W 83 ST, MULTIPLE DWELLING FIRE 4TH FLR, UNDER CONTROL",MH,1,118 W 83 ST,9,118 w 83 st
1681,2019-06-17T08:11:59Z,"MAN ALLHANDS 118 W 83 ST, FIRE 4TH FLR,",MH,1,118 W 83 ST,1,118 w 83 st
1682,2019-06-17T05:53:33Z,"BKLYN 3-ALARM 2828 W 19 ST, MULTIPLE DWELLING FIRE IN THE COCKLOFT OF MULTIPLE ADDRESSES, UNDER CONTROL",BK,3,2828 W 19 ST,9,2828 w 19 st
1683,2019-06-17T04:33:33Z,"BKLYN 3-ALARM 2828 W 19 ST, MULTIPLE DWELLING FIRE IN THE COCKLOFT OF MULTIPLE ADDRESSES,",BK,3,2828 W 19 ST,3,2828 w 19 st
1684,2019-06-17T04:25:47Z,"BKLYN 2-ALARM 2828 W 19 ST, MULTIPLE DWELLING FIRE IN THE COCKLOFT,",BK,3,2828 W 19 ST,2,2828 w 19 st
1685,2019-06-16T21:49:34Z,"QNS 2-ALARM 148-10 249 ST, HOUSE OF WORSHIP FIRE IN THE REAR, UNDER CONTROL",QN,4,148-10 249 ST,9,148-10 249 st
1686,2019-06-16T21:06:06Z,"QNS 2-ALARM 249-29 148 AVE, HOUSE OF WORSHIP FIRE IN THE REAR,",QN,4,249-29 148 AVE,2,249-29 148 ave
1687,2019-06-16T21:04:30Z,"QNS ALLHANDS 249-29 148 AVE, HOUSE OF WORSHIP FIRE IN THE REAR,",QN,4,249-29 148 AVE,1,249-29 148 ave
1688,2019-06-16T19:27:29Z,"BKLYN ALLHANDS PIER 8, DUMPSTER FIRE, UNDER CONTROL",BK,3,PIER 8,9,pier 8
1689,2019-06-16T19:25:05Z,"BKLYN ALLHANDS PIER 8, DUMPSTER FIRE,",BK,3,PIER 8,1,pier 8
1690,2019-06-16T07:36:15Z,"BKLYN ALLHANDS 86 INDIA ST, PRIVATE DWELLING KITCHEN FIRE ON TOP FLR, UNDER CONTROL",BK,3,86 INDIA ST,9,86 india st
1691,2019-06-16T07:22:23Z,"BKLYN ALLHANDS 86 INDIA ST, PRIVATE DWELLING FIRE 3RD FLR KITCHEN,",BK,3,86 INDIA ST,1,86 india st
1692,2019-06-16T02:15:05Z,"MAN ALLHANDS 604 W 46 ST, FIRE IN BASEMENT,",MH,1,604 W 46 ST,1,604 w 46 st
1693,2019-06-16T00:28:49Z,"BX ALLHANDS 237 E 194 ST, MULTIPLE DWELLING FIRE ON 6TH FLR, UNDER CONTROL",BX,2,237 E 194 ST,9,237 e 194 st
1694,2019-06-16T00:23:20Z,"QNS ALLHANDS 2-04 ASTORIA BLVD, MULTIPLE DWELLING COMPACTOR FIRE, UNDER CONTROL",QN,4,2-04 ASTORIA BLVD,9,2-04 astoria blvd
1695,2019-06-16T00:22:53Z,"QNS ALLHANDS 2-04 ASTORIA BLVD, MULTIPLE DWELLING COMPACTOR FIRE,",QN,4,2-04 ASTORIA BLVD,1,2-04 astoria blvd
1696,2019-06-15T23:35:18Z,"BX ALLHANDS 237 E 194 ST, MULTIPLE DWELLING FIRE ON 6TH FLR,",BX,2,237 E 194 ST,1,237 e 194 st
1697,2019-06-15T17:08:22Z,"BKLYN ALLHANDS 1673 E 48 ST, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BK,3,1673 E 48 ST,9,1673 e 48 st
1698,2019-06-15T17:01:26Z,"BKLYN ALLHANDS 1673 E 48 ST, PRIVATE DWELLING FIRE ON 2ND FLR,",BK,3,1673 E 48 ST,1,1673 e 48 st
1699,2019-06-15T14:00:35Z,"MAN ALLHANDS 2289 5 AVE, MULTIPLE DWELLING FIRE ON 9TH FLR, UNDER CONTROL",MH,1,2289 5 AVE,9,2289 5 ave
1700,2019-06-15T13:42:17Z,"MAN ALLHANDS 2289 5 AVE, MULTIPLE DWELLING FIRE ON 9TH FLR,",MH,1,2289 5 AVE,1,2289 5 ave
1701,2019-06-15T07:05:52Z,"BX 2-ALARM 124 W 227 ST, PRIVATE DWELLING FIRE 1ST, 2ND AND 3RD FLR, UNDER CONTROL",BX,2,124 W 227 ST,9,124 w 227 st
1702,2019-06-15T05:47:11Z,"BX 2-ALARM 124 W 227 ST, HOUSE FIRE,",BX,2,124 W 227 ST,2,124 w 227 st
1703,2019-06-14T22:08:36Z,"MAN ALLHANDS 209 E 118 ST, MULTIPLE DWELLING FIRE ON 6TH FLR, UNDER CONTROL",MH,1,209 E 118 ST,9,209 e 118 st
1704,2019-06-14T20:34:04Z,"MAN ALLHANDS 1844 AMSTERDAM AVE, MIXED OCCUPANCY FIRE IN STORE, UNDER CONTROL",MH,1,1844 AMSTERDAM AVE,9,1844 amsterdam ave
1705,2019-06-14T20:07:28Z,"QNS 2-ALARM 109-02 LEFFERTS BLVD, PRIVATE DWELLING FIRE IN GARAGE, EXTENDED TO PRIVATE DWELLING, UNDER CONTROL",QN,4,109-02 LEFFERTS BLVD,9,109-02 lefferts blvd
1706,2019-06-14T19:36:00Z,"MAN ALLHANDS 1844 AMSTERDAM AVE, MIXED OCCUPANCY FIRE IN STORE,",MH,1,1844 AMSTERDAM AVE,1,1844 amsterdam ave
1707,2019-06-14T19:35:16Z,"QNS 2-ALARM 109-02 LEFFERTS BLVD, COMMERCIAL FIRE IN TIRE SHOP,",QN,4,109-02 LEFFERTS BLVD,2,109-02 lefferts blvd
1708,2019-06-14T18:59:38Z,"BKLYN ALLHANDS 969 E 83 ST, PRIVATE DWELLING FIRE 2ND FL, UNDER CONTROL",BK,3,969 E 83 ST,9,969 e 83 st
1709,2019-06-14T18:50:11Z,"BX ALLHANDS 1136 UNDERHILL AVE, PRIVATE DWELLING FIRE ON 2ND FLR,",BX,2,1136 UNDERHILL AVE,1,1136 underhill ave
1710,2019-06-14T18:32:17Z,"BKLYN ALLHANDS 969 E 83 ST, FIRE 2ND FL,",BK,3,969 E 83 ST,1,969 e 83 st
1711,2019-06-14T14:30:27Z,"QNS ALLHANDS 75-13 METROPOLITAN AVE, MIXED OCCUPANCY FIRE 2ND FLR, UNDER CONTROL",QN,4,75-13 METROPOLITAN AVE,9,75-13 metropolitan ave
1712,2019-06-14T13:13:28Z,"BX ALLHANDS 2126 TIEBOUT, MULTIPLE DWELLING FIRE ON THE 2ND FLR, UNDER CONTROL",BX,2,2126 TIEBOUT,9,2126 tiebout
1713,2019-06-14T12:55:53Z,"BX ALLHANDS 2126 TIEBOUT, MULTIPLE DWELLING FIRE ON THE 2ND FLR,",BX,2,2126 TIEBOUT,1,2126 tiebout
1714,2019-06-14T03:53:50Z,"QNS ALLHANDS 160-12 HILLSIDE AVE, MIXED OCCUPANCY FIRE IN A LAUNDROMAT 1ST FLR, UNDER CONTROL",QN,4,160-12 HILLSIDE AVE,9,160-12 hillside ave
1715,2019-06-14T03:21:18Z,"QNS ALLHANDS 127-16 95 AVE, GARAGE CAR FIRE WITH EXTENTION TO GARAGE, UNDER CONTROL",QN,4,127-16 95 AVE,9,127-16 95 ave
1716,2019-06-13T21:30:53Z,"BKLYN ALLHANDS 27 MARGINAL ST E, PRIVATE DWELLING FIRE 2ND FLR,",BK,3,27 MARGINAL ST E,1,27 marginal st e
1717,2019-06-13T20:11:29Z,"BX ALLHANDS HARLEM RIVER, REPORT OF A JUMPER OFF THE BRIDGE, UNDER CONTROL",BX,2,HARLEM RIVER,9,harlem river
1718,2019-06-13T11:21:12Z,"BKLYN 4-ALARM 1492 E 17 ST, MULTIPLE DWELLING FIRE IN INITIAL BLDG AND BOTH EXPOSURES, UNDER CONTROL",BK,3,1492 E 17 ST,9,1492 e 17 st
1719,2019-06-13T08:34:15Z,"BKLYN 4-ALARM 1488 E 17 ST, MULTIPLE DWELLING FIRE IN INITIAL BLDG AND BOTH EXPOSURES,",BK,3,1488 E 17 ST,4,1488 e 17 st
1720,2019-06-13T08:18:33Z,"BKLYN 3-ALARM 1488 E 17 ST, MULTIPLE DWELLING FIRE IN INITIAL BLDG AND BOTH EXPOSURES,",BK,3,1488 E 17 ST,3,1488 e 17 st
1721,2019-06-13T08:18:06Z,"BKLYN 2-ALARM 1488 E 17 ST, MULTIPLE DWELLING FIRE IN INITIAL BLDG AND BOTH EXPOSURES,",BK,3,1488 E 17 ST,2,1488 e 17 st
1722,2019-06-13T01:56:46Z,"BKLYN ALLHANDS 203 SCHENECTADY AVE, MULTIPLE DWELLING FIRE IN A DRYER DUCT, UNDER CONTROL",BK,3,203 SCHENECTADY AVE,9,203 schenectady ave
1723,2019-06-12T21:15:55Z,"BKLYN ALLHANDS 2428 NATIONAL DR, PRIVATE DWELLING FIRE IN CEILING ON 1ST FLR,",BK,3,2428 NATIONAL DR,1,2428 national dr
1724,2019-06-12T17:34:18Z,"BKLYN ALLHANDS 1944 E 1 ST, PRIVATE DWELLING FIRE ON 1ST FLR,",BK,3,1944 E 1 ST,1,1944 e 1 st
1725,2019-06-11T14:38:07Z,"BKLYN ALLHANDS 814 57 ST, MULTIPLE DWELLING FIRE ON 4TH FLR, UNDER CONTROL",BK,3,814 57 ST,9,814 57 st
1726,2019-06-11T14:02:01Z,"BKLYN ALLHANDS 814 57 ST, MULTIPLE DWELLING FIRE ON 4TH FLR,",BK,3,814 57 ST,1,814 57 st
1727,2019-06-10T22:59:51Z,"BX ALLHANDS 3349 DE REIMER AVE, MULTIPLE DWELLING FIRE 1 FLR, UNDER CONTROL",BX,2,3349 DE REIMER AVE,9,3349 de reimer ave
1728,2019-06-10T22:42:48Z,"BX ALLHANDS 3349 DE REIMER AVE, MULTIPLE DWELLING FIRE 1 FLR,",BX,2,3349 DE REIMER AVE,1,3349 de reimer ave
1729,2019-06-10T20:18:58Z,"MAN 3-ALARM 787 7 AVE, HIGH RISE HELICOPTER CRASH ON TOP OF BUILDING, UNDER CONTROL",MH,1,787 7 AVE,9,787 7 ave
1730,2019-06-10T18:22:18Z,"MAN 2-ALARM 787 7 AVE, HIGH RISE HELICOPTER CRASH ON TOP OF BUILDING,",MH,1,787 7 AVE,2,787 7 ave
1731,2019-06-10T18:02:38Z,"MAN 2-ALARM 787 7 AVE, HIGH RISE HELICOPTER CRASH INTO BUILDING,",MH,1,787 7 AVE,2,787 7 ave
1732,2019-06-10T13:33:14Z,"SI ALLHANDS 47 HENDERSON AVE, PRIVATE DWELLING VEHICLE INTO A HOUSE, UNDER CONTROL",SI,5,47 HENDERSON AVE,9,47 henderson ave
1733,2019-06-10T12:13:31Z,"SI ALLHANDS 47 HENDERSON AVE, PRIVATE DWELLING VEHICLE INTO A HOUSE,",SI,5,47 HENDERSON AVE,1,47 henderson ave
1734,2019-06-10T03:03:48Z,"BKLYN ALLHANDS 190 WEST ST, MIXED OCCUPANCY FIRE ON ROOF, UNDER CONTROL",BK,3,190 WEST ST,9,190 west st
1735,2019-06-10T02:15:51Z,"BKLYN ALLHANDS 190 WEST ST, MIXED OCCUPANCY FIRE ON ROOF,",BK,3,190 WEST ST,1,190 west st
1736,2019-06-10T00:13:08Z,"BX ALLHANDS 1285 WASHINGTON AVE, MULTIPLE DWELLING FIRE ON THE 8TH FLR,",BX,2,1285 WASHINGTON AVE,1,1285 washington ave
1737,2019-06-09T23:52:31Z,"MAN ALLHANDS 400 W 43 ST, MIXED OCCUPANCY FIRE IN A RESTAURANT ON 1ST FLR,",MH,1,400 W 43 ST,1,400 w 43 st
1738,2019-06-09T09:44:26Z,"QNS ALLHANDS 868 WYCKOFF AVE, MIXED OCCUPANCY FIRE 3RD FLR,",QN,4,868 WYCKOFF AVE,1,868 wyckoff ave
1739,2019-06-09T07:29:27Z,"BX ALLHANDS 725 GARDEN ST, MULTIPLE DWELLING COMPACTOR FIRE, UNDER CONTROL",BX,2,725 GARDEN ST,9,725 garden st
1740,2019-06-09T06:43:30Z,"BX ALLHANDS 725 GARDEN ST, MULTIPLE DWELLING COMPACTOR FIRE,",BX,2,725 GARDEN ST,1,725 garden st
1741,2019-06-09T03:49:40Z,"BKLYN ALLHANDS 1655 43 ST, MULTIPLE DWELLING 3RD FLR, UNDER CONTROL",BK,3,1655 43 ST,9,1655 43 st
1742,2019-06-09T03:44:44Z,"BKLYN ALLHANDS 1655 43 ST, 4TH FLR,",BK,3,1655 43 ST,1,1655 43 st
1743,2019-06-09T02:56:17Z,"QNS ALLHANDS 22-41 93 ST, PRIVATE DWELLING FIRE IN THE GARAGE, UNDER CONTROL",QN,4,22-41 93 ST,9,22-41 93 st
1744,2019-06-09T02:23:28Z,"QNS ALLHANDS 22-41 93 ST, PRIVATE DWELLING FIRE IN THE GARAGE,",QN,4,22-41 93 ST,1,22-41 93 st
1745,2019-06-09T01:40:15Z,"BX ALLHANDS 3260 GRISWOLD AVE, PRIVATE DWELLING DECK FIRE WITH MINOR EXTENSION, UNDER CONTROL",BX,2,3260 GRISWOLD AVE,9,3260 griswold ave
1746,2019-06-09T01:13:32Z,"QNS ALLHANDS 19-39 77 ST, MULTIPLE DWELLING FIRE ON THE 3RD FLR, UNDER CONTROL",QN,4,19-39 77 ST,9,19-39 77 st
1747,2019-06-09T00:43:13Z,"QNS ALLHANDS 19-39 77 ST, MULTIPLE DWELLING FIRE ON THE 3RD FLR,",QN,4,19-39 77 ST,1,19-39 77 st
1748,2019-06-09T00:42:14Z,"BX ALLHANDS 3260 GRISWOLD AVE, PRIVATE DWELLING REAR DECK ON FIRE WITH EXTENSION TO PD,",BX,2,3260 GRISWOLD AVE,1,3260 griswold ave
1749,2019-06-08T21:24:10Z,"BKLYN ALLHANDS 750 GEORGIA AVE, PRIVATE DWELLING FIRE ON THE PORCH, UNDER CONTROL",BK,3,750 GEORGIA AVE,9,750 georgia ave
1750,2019-06-08T20:02:44Z,"MAN ALLHANDS 136 W 72 ST, MULTIPLE DWELLING FIRE ON ROOF,",MH,1,136 W 72 ST,1,136 w 72 st
1751,2019-06-08T17:59:34Z,"QNS 3-ALARM 134-14 FRANKLIN AVE, MULTIPLE DWELLING FIRE 6TH FLR, UNDER CONTROL",QN,4,134-14 FRANKLIN AVE,9,134-14 franklin ave
1752,2019-06-08T17:19:20Z,"QNS 3-ALARM 134-14 FRANKLIN AVE, MULTIPLE DWELLING FIRE 6TH FLR,",QN,4,134-14 FRANKLIN AVE,3,134-14 franklin ave
1753,2019-06-08T16:36:40Z,"QNS 2-ALARM 134-14 FRANKLIN AVE, MULTIPLE DWELLING FIRE 6TH FLR,",QN,4,134-14 FRANKLIN AVE,2,134-14 franklin ave
1754,2019-06-08T16:31:57Z,"QNS ALLHANDS 134-14 FRANKLIN AVE, MULTIPLE DWELLING FIRE 6TH FLR,",QN,4,134-14 FRANKLIN AVE,1,134-14 franklin ave
1755,2019-06-08T15:06:07Z,"BX ALLHANDS 4308 BOYD AVE, PRIVATE DWELLING FIRE ON TOP FLR,",BX,2,4308 BOYD AVE,1,4308 boyd ave
1756,2019-06-07T18:27:18Z,"BX ALLHANDS 2180 HOLLAND AVE, MULTIPLE DWELLING EDP LIT RUBBISH ON FIRE IN APT, UNDER CONTROL",BX,2,2180 HOLLAND AVE,9,2180 holland ave
1757,2019-06-07T06:35:11Z,"BKLYN ALLHANDS 672 QUINCY ST, PRIVATE DWELLING FIRE IN THE CELLAR, UNDER CONTROL",BK,3,672 QUINCY ST,9,672 quincy st
1758,2019-06-07T04:09:11Z,"BKLYN ALLHANDS 694 THOMAS BOYLAND ST, ELECTRICAL CONDITION WITH CO READINGS AT 70PPM,",BK,3,694 THOMAS BOYLAND ST,1,694 thomas boyland st
1759,2019-06-06T15:13:59Z,"BKLYN ALLHANDS 1920 UNION ST, MULTIPLE DWELLING FIRE ON THE 5TH FLR,",BK,3,1920 UNION ST,1,1920 union st
1760,2019-06-06T14:35:25Z,"MAN ALLHANDS 411 E 82 ST, MULTIPLE DWELLING FIRE ON 5TH FLR IN APT 5B,",MH,1,411 E 82 ST,1,411 e 82 st
1761,2019-06-06T08:14:03Z,"MAN ALLHANDS 626 1 AVE, MULTIPLE DWELLING FIRE IN BASEMENT LEVEL, UNDER CONTROL",MH,1,626 1 AVE,9,626 1 ave
1762,2019-06-06T07:26:14Z,"MAN ALLHANDS 626 1 AVE, MULTIPLE DWELLING FIRE IN BASEMENT LEVEL,",MH,1,626 1 AVE,1,626 1 ave
1763,2019-06-06T03:18:47Z,"BX ALLHANDS 555 E 178 ST, MULTIPLE DWELLING FIRE IN COMPACTOR SHOOT 1ST FLR, UNDER CONTROL",BX,2,555 E 178 ST,9,555 e 178 st
1764,2019-06-05T23:42:00Z,"QNS ALLHANDS 118-20 180 ST, FIRE IN ATTIC, UNDER CONTROL",QN,4,118-20 180 ST,9,118-20 180 st
1765,2019-06-05T23:28:32Z,"QNS ALLHANDS 118-20 180 ST, FIRE IN ATTIC,",QN,4,118-20 180 ST,1,118-20 180 st
1766,2019-06-05T08:02:15Z,"BKLYN ALLHANDS 480 FULTON ST, COMMERCIAL BROKEN GAS LINE, UNDER CONTROL",BK,3,480 FULTON ST,9,480 fulton st
1767,2019-06-05T06:24:19Z,"BKLYN ALLHANDS 480 FULTON ST, COMMERCIAL BROKEN GAS LINE,",BK,3,480 FULTON ST,1,480 fulton st
1768,2019-06-04T23:43:44Z,"BX ALLHANDS 1555 CHARLOTTE ST, PRIVATE DWELLING HEAVY SMOKE FROM TRANSFORMER. SMOKE EXPOSING INTO PDS, UNDER CONTROL",BX,2,1555 CHARLOTTE ST,9,1555 charlotte st
1769,2019-06-04T23:05:29Z,"BX ALLHANDS 1555 CHARLOTTE ST, PRIVATE DWELLING HEAVY SMOKE FROM TRANSFORMER. SMOKE EXPOSING INTO PDS,",BX,2,1555 CHARLOTTE ST,1,1555 charlotte st
1770,2019-06-04T20:25:25Z,"MAN ALLHANDS 150 E 77 ST, MULTIPLE DWELLING DRYER FIRE IN BASEMENT, UNDER CONTROL",MH,1,150 E 77 ST,9,150 e 77 st
1771,2019-06-04T19:27:36Z,"BKLYN ALLHANDS 2158 BATH AVE, PRIVATE DWELLING FIRE IN KITCHEN BETWEEN STOVE AND WALL, UNDER CONTROL",BK,3,2158 BATH AVE,9,2158 bath ave
1772,2019-06-04T19:26:08Z,"BKLYN ALLHANDS 2158 BATH AVE, PRIVATE DWELLING FIRE IN KITCHEN BETWEEN STOVE AND WALL,",BK,3,2158 BATH AVE,1,2158 bath ave
1773,2019-06-03T23:58:28Z,"QNS ALLHANDS 98-01 67 AVE, PRIVATE DWELLING FIRE IN BASEMENT, UNDER CONTROL",QN,4,98-01 67 AVE,9,98-01 67 ave
1774,2019-06-03T23:28:56Z,"QNS ALLHANDS 98-01 67 AVE, PRIVATE DWELLING FIRE IN A PARKING GARAGE,",QN,4,98-01 67 AVE,1,98-01 67 ave
1775,2019-06-03T21:25:09Z,"MAN ALLHANDS 243 E 33 ST, MULTIPLE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",MH,1,243 E 33 ST,9,243 e 33 st
1776,2019-06-03T20:55:08Z,"MAN ALLHANDS 239 E 33 ST, MULTIPLE DWELLING FIRE ON 2ND FLR,",MH,1,239 E 33 ST,1,239 e 33 st
1777,2019-06-03T05:13:10Z,"BKLYN ALLHANDS 59 KENT ST, MULTIPLE DWELLING FIRE 5TH FLR, UNDER CONTROL",BK,3,59 KENT ST,9,59 kent st
1778,2019-06-03T04:42:01Z,"BKLYN ALLHANDS 59 KENT ST, MULTIPLE DWELLING FIRE 5TH FLR,",BK,3,59 KENT ST,1,59 kent st
1779,2019-06-02T22:39:43Z,"BX ALLHANDS 301 E 193 ST, FIRE 2ND FLR, UNDER CONTROL",BX,2,301 E 193 ST,9,301 e 193 st
1780,2019-06-02T22:04:24Z,"BX ALLHANDS 301 E 193 ST, FIRE 2ND FLR,",BX,2,301 E 193 ST,1,301 e 193 st
1781,2019-06-02T10:20:52Z,"BKLYN ALLHANDS 262 SOUTH 1 ST, MULTIPLE DWELLING FIRE ON 3 FLR, UNDER CONTROL",BK,3,262 SOUTH 1 ST,9,262 south 1 st
1782,2019-06-02T06:40:05Z,"BX ALLHANDS 383 E 143 ST, MULTIPLE DWELLING FIRE SECOND FLR, UNDER CONTROL",BX,2,383 E 143 ST,9,383 e 143 st
1783,2019-06-02T06:23:33Z,"BX ALLHANDS 383 E 143 ST, MULTIPLE DWELLING FIRE SECOND FLR,",BX,2,383 E 143 ST,1,383 e 143 st
1784,2019-06-01T19:54:10Z,"BKLYN ALLHANDS 141 E 21 S, MULTIPLE DWELLING COMPACTOR FIRE, UNDER CONTROL",BK,3,141 E 21 S,9,141 e 21 s
1785,2019-06-01T16:32:10Z,"BX ALLHANDS 81 W 174 ST, PRIVATE DWELLING FIRE ON 2ND FLR, UNDER CONTROL",BX,2,81 W 174 ST,9,81 w 174 st
1786,2019-06-01T16:10:58Z,"BX ALLHANDS 81 W 174 ST, PRIVATE DWELLING FIRE ON 2ND FLR,",BX,2,81 W 174 ST,1,81 w 174 st
1787,2019-06-01T14:35:33Z,"BX ALLHANDS 450 SOUNDVIEW AVE, COMMERCIAL FIRE IN COCKLOFT IN 1 STY COMMERCIAL, UNDER CONTROL",BX,2,450 SOUNDVIEW AVE,9,450 soundview ave
1788,2019-05-31T19:57:07Z,"MAN ALLHANDS 212 W 11 ST, PRIVATE DWELLING FIRE ON 3RD FLR, UNDER CONTROL",MH,1,212 W 11 ST,9,212 w 11 st
1789,2019-05-31T19:42:44Z,"MAN ALLHANDS 212 W 11 ST, PRIVATE DWELLING FIRE ON 3RD FLR,",MH,1,212 W 11 ST,1,212 w 11 st
1790,2019-05-31T15:08:14Z,"MAN ALLHANDS 214 RIVERSIDE DR, MULTIPLE DWELLING FIRE ON 3RD FLR, UNDER CONTROL",MH,1,214 RIVERSIDE DR,9,214 riverside dr
1791,2019-05-31T14:38:48Z,"MAN ALLHANDS 214 RIVERSIDE DR, MULTIPLE DWELLING FIRE ON 3RD FLR,",MH,1,214 RIVERSIDE DR,1,214 riverside dr
